Models,Prompts,Runs,Average Q %,C,E,Time(S),SCI_g_per_run,SEI_1_per_g,CER_%_per_g,SCV,SCV_E,SCI NORM,Time(S)_NORM,SVI,ECO,DeepSeek APᵥ₀ C mean,DeepSeek APᵥ₃ C mean,DeepSeek APᵥ₀ Q% Norm,DeepSeek APᵥ₃ Q% Norm,DeepSeek APᵥ₀ E HarmMean,DeepSeek APᵥ₃ E HarmMean,,Model,Metric,Mean ,Std ,Stability_Index,Std Norm,,Model,Stability_Index Mean,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,13,89%,0.52,0.004,111.5231984,0.3112,3.213367609,1.711538462,0.01534692769,1.9951006,0.1428571429,0.05397505534,0.6736696715,0.9222281734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,14,89%,0.62,0.004,132.8774676,0.3112,3.213367609,1.435483871,0.01080306463,1.674475018,0.1428571429,0.1639387539,0.6100243908,1.01844641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,15,89%,0.66,0.005,140.8266684,0.389,2.570694087,1.348484848,0.009575493502,1.263965142,0.2857142857,0.2048731223,0.5238217046,0.9371235395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,16,89%,0.56,0.004,119.9972212,0.3112,3.213367609,1.589285714,0.01324435432,1.854209605,0.1428571429,0.09761199167,0.6468870919,0.9604104927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,17,89%,0.63,0.005,134.4786562,0.389,2.570694087,1.412698413,0.01050500096,1.323630121,0.2857142857,0.1721840663,0.5384296808,0.9116987183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,18,89%,0.64,0.005,137.0336972,0.389,2.570694087,1.390625,0.01014805138,1.298950577,0.2857142857,0.1853412366,0.5324531647,0.9219320729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,19,89%,0.85,0.006,180.683604,0.4668,2.142245073,1.047058824,0.005794985268,0.8209562463,0.4285714286,0.4101162052,0.4028212862,0.9870813436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,20,89%,0.92,0.007,196.1228931,0.5446,1.836210062,0.9673913043,0.004932577167,0.6482815706,0.5714285714,0.4896207439,0.3466561574,0.9479404734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,21,89%,0.6,0.004,127.4377508,0.3112,3.213367609,1.483333333,0.01163966976,1.745950463,0.1428571429,0.1359269603,0.6250675035,0.9939360903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,22,89%,0.5,0.004,106.160384,0.3112,3.213367609,1.78,0.01676708328,2.09588541,0.1428571429,0.02635927073,0.6917957966,0.8980643619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,23,89%,0.65,0.005,139.2689653,0.389,2.570694087,1.369230769,0.009831556986,1.278102408,0.2857142857,0.1968517383,0.5273323942,0.9308846854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,24,89%,0.69,0.005,146.5621915,0.389,2.570694087,1.289855072,0.008800735436,1.21450149,0.2857142857,0.2344081687,0.5112884933,0.9600952423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,25,89%,1.15,0.008,246.1029658,0.6224,1.606683805,0.7739130435,0.003144671748,0.4520465637,0.7142857143,0.7469928688,0.2709536072,1.019079173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,26,89%,0.77,0.006,163.6721525,0.4668,2.142245073,1.155844156,0.007061947549,0.9062832688,0.4285714286,0.3225158236,0.4295032341,0.9257610765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,27,89%,0.7,0.005,149.1097684,0.389,2.570694087,1.271428571,0.008526795965,1.193751435,0.2857142857,0.2475269025,0.5059118897,0.9702987019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,28,89%,0.63,0.005,135.6022573,0.389,2.570694087,1.412698413,0.01041795646,1.312662514,0.2857142857,0.1779700442,0.5357850107,0.9161989233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,29,89%,0.67,0.005,143.9716784,0.389,2.570694087,1.328358209,0.009226524437,1.236354275,0.2857142857,0.2210683348,0.5168741787,0.9497198159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,30,89%,0.7,0.005,149.625375,0.389,2.570694087,1.271428571,0.008497412762,1.189637787,0.2857142857,0.2501820163,0.5048374432,0.9723637904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,31,89%,0.61,0.004,130.4504373,0.3112,3.213367609,1.459016393,0.01118445,1.705628625,0.1428571429,0.1514407738,0.6166457237,1.007510677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,32,89%,0.7,0.005,148.4967066,0.389,2.570694087,1.271428571,0.008561998448,1.198679783,0.2857142857,0.244369944,0.5071953849,0.9678432898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mistral-7B-Instruct-v0.3,APV3,33,89%,0.47,0.003,101.0415769,0.2334,4.284490146,1.893617021,0.01874096861,2.936085083,0,0,0.8114640335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,1,93%,0.78,0.006,224.1233568,0.4668,2.142245073,1.192307692,0.005319872544,0.6915834307,0.3333333333,0.2701406775,0.5256925317,0.9526055081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,2,93%,0.92,0.007,262.7362455,0.5446,1.836210062,1.010869565,0.00384746902,0.505667357,0.4444444444,0.383441266,0.4455134297,0.9577670303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,3,93%,0.73,0.005,207.4335389,0.389,2.570694087,1.273972603,0.006141594119,0.8966727413,0.2222222222,0.2211682683,0.5964810933,0.9991376741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,4,93%,0.85,0.006,242.8177074,0.4668,2.142245073,1.094117647,0.004505921988,0.6383389484,0.3333333333,0.3249949242,0.5039290764,0.9937461932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,5,93%,0.91,0.007,258.8311813,0.5446,1.836210062,1.021978022,0.003948434717,0.5132965132,0.4444444444,0.3719827583,0.4492342629,0.9498342173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,6,93%,0.88,0.006,250.4407309,0.4668,2.142245073,1.056818182,0.004219833483,0.6189089108,0.3333333333,0.3473629231,0.4955631901,1.010522192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,7,93%,0.03,0.008,308.7334436,0.6224,1.606683805,31,0.1004102427,0.3765384101,0.5555555556,0.5184094017,0.3769189377,0.9761203297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,8,93%,0.71,0.005,202.0260244,0.389,2.570694087,1.309859155,0.006483615953,0.9206734653,0.2222222222,0.2053011681,0.6043334255,0.9861555012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,9,93%,0.74,0.005,212.0237749,0.389,2.570694087,1.256756757,0.005927433174,0.8772601097,0.2222222222,0.2346372537,0.5899739228,1.010157753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,10,93%,0.9,0.006,257.4871892,0.4668,2.142245073,1.033333333,0.00401314464,0.601971696,0.3333333333,0.3680391246,0.4880733719,1.026029343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,11,93%,0.71,0.005,202.4172312,0.389,2.570694087,1.309859155,0.006471085229,0.9188941025,0.2222222222,0.2064490738,0.6037584176,0.9870946968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,12,93%,0.61,0.004,174.2056472,0.3112,3.213367609,1.524590164,0.008751669008,1.334629524,0.1111111111,0.1236687078,0.7130608484,1.011301837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,13,93%,0.78,0.006,223.8114469,0.4668,2.142245073,1.192307692,0.005327286468,0.6925472408,0.3333333333,0.26922545,0.5260716041,0.9519190875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,14,93%,0.84,0.006,239.028721,0.4668,2.142245073,1.107142857,0.004631840277,0.6484576388,0.3333333333,0.3138770201,0.508193277,0.9854077651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,15,93%,0.77,0.006,220.029251,0.4668,2.142245073,1.207792208,0.005489234738,0.7044517914,0.3333333333,0.2581274711,0.530712097,0.9435956033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,16,93%,0.91,0.007,259.9597105,0.5446,1.836210062,1.021978022,0.003931293891,0.5110682059,0.4444444444,0.3752941664,0.4481526049,0.9521267306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,17,93%,0.83,0.006,236.1605013,0.4668,2.142245073,1.120481928,0.004744578037,0.6563332951,0.3333333333,0.3054608931,0.5114695292,0.9790956698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,18,93%,1.08,0.008,309.2584268,0.6224,1.606683805,0.8611111111,0.002784438633,0.3758992154,0.5555555556,0.5199498435,0.3765369371,0.9771106137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,19,93%,0.96,0.007,272.1231521,0.5446,1.836210062,0.96875,0.003559969053,0.4882243272,0.4444444444,0.4109849715,0.4368166037,0.9768357495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,20,93%,0.75,0.005,214.1697379,0.389,2.570694087,1.24,0.00578980024,0.868470036,0.2222222222,0.2409340858,0.586980237,1.015309707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,21,93%,0.84,0.006,240.1437995,0.4668,2.142245073,1.107142857,0.00461033289,0.6454466046,0.3333333333,0.3171489601,0.5069308701,0.9878617201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,22,93%,0.81,0.006,230.204486,0.4668,2.142245073,1.148148148,0.004987514222,0.67331442,0.3333333333,0.2879843443,0.5184096153,0.9659882582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,23,93%,0.83,0.006,237.6526035,0.4668,2.142245073,1.120481928,0.004714789198,0.6522125057,0.3333333333,0.3098391217,0.5097599066,0.9823793413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,24,93%,0.95,0.007,269.2803033,0.5446,1.836210062,0.9789473684,0.003635421367,0.4933786141,0.4444444444,0.4026432895,0.4394144026,0.9710607389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,25,93%,0.85,0.006,242.853057,0.4668,2.142245073,1.094117647,0.004505266109,0.6382460321,0.3333333333,0.3250986494,0.5038896302,0.993823987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,26,93%,0.87,0.006,247.8868459,0.4668,2.142245073,1.068965517,0.004312312391,0.6252852967,0.3333333333,0.3398691383,0.4983348368,1.004901854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,27,93%,0.73,0.005,207.0152611,0.389,2.570694087,1.273972603,0.006154003313,0.8984844838,0.2222222222,0.2199409288,0.5970811918,0.9981334872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,28,93%,0.72,0.005,206.4452929,0.389,2.570694087,1.291666667,0.006256701949,0.9009650807,0.2222222222,0.2182684891,0.5979008653,0.9967651274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,29,93%,1.02,0.007,289.9890441,0.5446,1.836210062,0.9117647059,0.00314413501,0.4581453871,0.4444444444,0.4634082981,0.4211686267,1.013128822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,30,93%,0.84,0.006,240.4030094,0.4668,2.142245073,1.107142857,0.004605361887,0.6447506642,0.3333333333,0.3179095516,0.5066383104,0.9884321637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,31,93%,0.83,0.006,234.9366796,0.4668,2.142245073,1.120481928,0.004769293281,0.6597522373,0.3333333333,0.3018698716,0.5128803447,0.9764024037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,32,93%,0.82,0.006,235.046267,0.4668,2.142245073,1.134146341,0.004825204654,0.659444636,0.3333333333,0.3021914304,0.5127536957,0.9766435728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV0,33,93%,0.78,0.006,223.0180142,0.4668,2.142245073,1.192307692,0.005346239391,0.6950111208,0.3333333333,0.2668973053,0.5270383524,0.950172979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,1,93%,0.82,0.006,248.9939793,0.4668,2.142245073,1.134146341,0.004554914719,0.6225050116,0.3333333333,0.3431177652,0.497129504,1.007338324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,2,93%,1.02,0.007,302.8765897,0.5446,1.836210062,0.9117647059,0.003010350542,0.438651079,0.4444444444,0.501223819,0.4105594751,1.039308798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,3,93%,0.6,0.004,173.8688825,0.3112,3.213367609,1.55,0.008914763688,1.337214553,0.1111111111,0.1226805495,0.7136884686,1.010412495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,4,93%,0.64,0.005,186.038358,0.389,2.570694087,1.453125,0.007810889191,0.9997938165,0.2222222222,0.15838906,0.6288075474,0.9477728673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,5,93%,0.86,0.006,249.5150051,0.4668,2.142245073,1.081395349,0.004333989245,0.6212051252,0.3333333333,0.3446465949,0.4965642801,1.008484946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,6,93%,0.73,0.005,210.985891,0.389,2.570694087,1.273972603,0.006038188603,0.8815755361,0.2222222222,0.2315918237,0.5914327862,1.007666038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,7,93%,0.85,0.006,245.2894528,0.4668,2.142245073,1.094117647,0.004460516482,0.6319065017,0.3333333333,0.3322476891,0.5011856833,0.9991857669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,8,93%,0.65,0.005,188.4563351,0.389,2.570694087,1.430769231,0.00759204635,0.9869660255,0.2222222222,0.1654840542,0.6249796221,0.9535778625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,9,93%,0.76,0.005,222.7362197,0.389,2.570694087,1.223684211,0.005493871685,0.8350684961,0.2222222222,0.2660704445,0.5753264259,1.035875818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,10,93%,0.69,0.005,201.8231302,0.389,2.570694087,1.347826087,0.006678253805,0.9215990251,0.2222222222,0.2047058218,0.6046320774,0.9856683997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,11,93%,0.87,0.006,252.464721,0.4668,2.142245073,1.068965517,0.004234118387,0.6139471661,0.3333333333,0.3533018536,0.4933884237,1.01497639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,12,93%,0.72,0.005,208.9390828,0.389,2.570694087,1.291666667,0.006182025159,0.8902116229,0.2222222222,0.2255859385,0.5943310549,1.002752131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,13,93%,0.84,0.006,242.2955744,0.4668,2.142245073,1.107142857,0.004569389515,0.6397145321,0.3333333333,0.3234628457,0.5045124392,0.9925971343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,14,93%,1.26,0.009,365.6068707,0.7002,1.428163382,0.7380952381,0.002018822121,0.2826350969,0.6666666667,0.6852913154,0.3169557511,1.011174789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,15,93%,1.18,0.009,341.9585596,0.7002,1.428163382,0.7881355932,0.002304769309,0.302180865,0.6666666667,0.6159008177,0.3305665601,0.9695404906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,16,93%,0.75,0.005,217.7946616,0.389,2.570694087,1.24,0.005693436152,0.8540154228,0.2222222222,0.2515705856,0.5819917727,1.024012297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,17,93%,0.75,0.005,216.8760441,0.389,2.570694087,1.24,0.005717551726,0.8576327589,0.2222222222,0.248875115,0.5832478964,1.021806912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,18,93%,0.82,0.006,236.8776767,0.4668,2.142245073,1.134146341,0.004787898789,0.6543461679,0.3333333333,0.3075652784,0.5106463742,0.9806739588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,19,93%,1.2,0.009,348.1460611,0.7002,1.428163382,0.775,0.002226077175,0.2968102899,0.6666666667,0.6340566092,0.3268936778,0.9804339655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,20,93%,0.86,0.006,248.3521269,0.4668,2.142245073,1.081395349,0.004354282616,0.6241138416,0.3333333333,0.3412343978,0.4978275755,1.005925798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,21,93%,1,0.007,290.7856673,0.5446,1.836210062,0.93,0.003198231909,0.4568902727,0.4444444444,0.4657458047,0.4204969656,1.014747096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,22,93%,1.49,0.011,429.7163445,0.8558,1.168497312,0.6241610738,0.00145249554,0.1967471231,0.8888888889,0.8734057337,0.2515846337,0.9918030355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,23,93%,0.78,0.006,225.5227,0.4668,2.142245073,1.192307692,0.005286863328,0.6872922327,0.3333333333,0.2742467263,0.5239985747,0.9556850448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,24,93%,0.92,0.007,267.2495866,0.5446,1.836210062,1.010869565,0.003782492531,0.4971275897,0.4444444444,0.3966846212,0.441289074,0.966935507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,25,93%,1.06,0.008,306.7758019,0.6224,1.606683805,0.8773584906,0.002859933818,0.3789412309,0.5555555556,0.5126651552,0.3783502626,0.9724275998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,26,93%,0.93,0.007,267.3045847,0.5446,1.836210062,1,0.003741050686,0.4970253055,0.4444444444,0.3968460003,0.4412380914,0.967047231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,27,93%,0.86,0.006,248.9528159,0.4668,2.142245073,1.081395349,0.004343776329,0.6226079406,0.3333333333,0.3429969806,0.4971742141,1.007247735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,28,93%,0.91,0.007,264.9404142,0.5446,1.836210062,1.021978022,0.00385738818,0.5014604634,0.4444444444,0.3899088889,0.4434403349,0.9622446154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,29,93%,1.02,0.007,296.1529106,0.5446,1.836210062,0.9117647059,0.003078695746,0.4486099515,0.4444444444,0.4814947382,0.4160268999,1.025650203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,30,93%,1.02,0.007,293.4962511,0.5446,1.836210062,0.9117647059,0.00310656338,0.452670664,0.4444444444,0.4736993857,0.4182275362,1.020253421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,31,93%,0.77,0.006,228.0375975,0.4668,2.142245073,1.207792208,0.005296460852,0.679712476,0.3333333333,0.2816261111,0.5209814802,0.9612195833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,32,93%,0.82,0.006,240.2096679,0.4668,2.142245073,1.134146341,0.00472148499,0.6452696153,0.3333333333,0.3173422357,0.5068564951,0.9880066768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV1,33,93%,0.77,0.006,221.7280986,0.4668,2.142245073,1.207792208,0.005447177041,0.6990543869,0.3333333333,0.2631123464,0.5286176407,0.9473342598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,1,93%,2.41,0.005,219.5911224,0.389,2.570694087,0.3858921162,0.001757321116,0.8470287777,0.2222222222,0.2568418842,0.5795508511,1.028325178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,2,93%,1.84,0.004,165.8552578,0.3112,3.213367609,0.5054347826,0.003047445039,1.401824718,0.1111111111,0.09916642191,0.7289561855,0.9892497797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,3,93%,2.02,0.004,184.6924797,0.3112,3.213367609,0.4603960396,0.002492770904,1.258849307,0.1111111111,0.1544398914,0.6940544658,1.038995902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,4,93%,3.27,0.007,297.8424349,0.5446,1.836210062,0.2844036697,0.0009548796154,0.4460651918,0.4444444444,0.4864522566,0.4146393942,1.029082331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,5,93%,2.02,0.004,184.8996456,0.3112,3.213367609,0.4603960396,0.002489977945,1.257438862,0.1111111111,0.1550477717,0.6936891977,1.039542995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,6,93%,2.01,0.004,183.7552606,0.3112,3.213367609,0.4626865672,0.002517950047,1.265269899,0.1111111111,0.1516898388,0.6957117577,1.036520855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,7,93%,2.64,0.006,240.9447209,0.4668,2.142245073,0.3522727273,0.001462047917,0.6433010835,0.3333333333,0.3194990785,0.5060279915,0.9896243089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,8,93%,0.01,0.003,133.1560802,0.2334,4.284490146,93,0.6984284896,2.328094965,0,0.003218250653,0.8874153661,1.003218251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,9,93%,2.19,0.005,200.2576448,0.389,2.570694087,0.4246575342,0.00212055592,0.928803493,0.2222222222,0.2001122672,0.6069463696,0.9819100368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,10,93%,1.58,0.003,144.5650119,0.2334,4.284490146,0.5886075949,0.004071577121,2.144363951,0,0.036695121,0.8587590249,1.036695121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,11,93%,2.07,0.004,189.7626862,0.3112,3.213367609,0.4492753623,0.002367564305,1.225214528,0.1111111111,0.1693172394,0.6852239368,1.052385515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,12,93%,1.67,0.004,153.1336268,0.3112,3.213367609,0.5568862275,0.003636603138,1.51828181,0.1111111111,0.06183773891,0.7545824873,0.955653965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,13,93%,1.88,0.004,172.0434307,0.3112,3.213367609,0.4946808511,0.002875325428,1.351402951,0.1111111111,0.1173241836,0.7171098361,1.005591765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,14,93%,1.98,0.004,181.3950685,0.3112,3.213367609,0.4696969697,0.002589359091,1.28173275,0.1111111111,0.1447644012,0.6999205786,1.030287961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,15,93%,2.18,0.005,199.1911131,0.389,2.570694087,0.4266055046,0.002141689445,0.9337765982,0.2222222222,0.1969827767,0.6085332203,0.9793495446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,16,93%,1.55,0.003,141.9933779,0.2334,4.284490146,0.6,0.00422554917,2.183200405,0,0.02914925593,0.8650555652,1.029149256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,17,93%,1.95,0.004,178.4210437,0.3112,3.213367609,0.4769230769,0.002673020329,1.30309741,0.1111111111,0.1360378134,0.7052970884,1.022434032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,18,93%,2.94,0.006,268.8197982,0.4668,2.142245073,0.3163265306,0.001176723339,0.5765944363,0.3333333333,0.4012920437,0.4764913006,1.050969033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,19,93%,2.41,0.005,219.9560769,0.389,2.570694087,0.3858921162,0.001754405341,0.8456233744,0.2222222222,0.2579127589,0.5790574733,1.029201348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qwen2.5-1.5B-Instruct,APV2,20,93%,2.01,0.004,183.916935,0.3112,3.213367609,0.4626865672,0.002515736613,1.264157648,0.1111111111,0.152164235,0.6954253029,1.036947811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
